mesh_code,transport_terrain_elderly_weight_coverage,transport_weighted_mean_ascent_m,transport_weighted_median_ascent_m,transport_weighted_p90_ascent_m,transport_weighted_mean_descent_m,transport_weighted_mean_maximum_grade_percent,medical_terrain_elderly_weight_coverage,medical_weighted_mean_ascent_m,medical_weighted_median_ascent_m,medical_weighted_p90_ascent_m,medical_weighted_mean_descent_m,medical_weighted_mean_maximum_grade_percent,terrain_metric_status
533513712,1.0,0.39877983154642305,0.32427906994228584,0.8958341489050576,0.19260430057912753,0.6273299138283842,1.0,0.6208345365310165,0.44719861567329366,1.681591058307043,0.3473018372238888,1.2671508377236047,available
533513721,1.0,0.8154060688738379,0.2968785148934505,2.366305030589903,0.9793566184120293,2.146309782315728,1.0,0.7303703032036625,0.2925066364815443,2.0893775483783426,1.1461730957905294,2.093871047006242,available
533513722,1.0,2.9341454408561747,3.551814573606013,3.818816666533058,4.971315556644706,9.730728197847835,1.0,5.011490048370974,6.514698238361316,6.7386011329788715,1.781176666888332,5.325465148300196,available
533513723,1.0,2.1396184886903318,2.1778623420033827,2.939950288347528,4.047659023363931,5.812903922192652,1.0,1.8682545077479806,1.9009348597918225,2.6630228061359675,3.9919445390070285,5.735933915242362,available
533513724,1.0,2.3889451232773515,2.282752600449495,3.515227911372047,3.216310199833017,6.280375141024443,1.0,2.5510158613466305,2.6278921120184804,3.238300429160487,4.097217605240244,4.863319078953214,available
533513731,1.0,2.584632374457535,2.6515736598890527,2.6515736598890527,8.502899896839782,9.82120492688834,1.0,1.7245973211821848,2.137888335991204,2.4830856585378616,0.09124261548770067,4.972454809013629,available
533513733,1.0,4.089961442169499,4.621027139606732,5.131588088156434,1.2379172832451693,7.4418587606565705,1.0,3.8600863623524257,3.348588798962225,5.491477162402684,7.454920123683496,9.821569001694055,available
533513734,1.0,3.5121047650546218,3.6718403647238516,4.253886067525301,2.1515827947817248,10.530377012235354,1.0,7.017729905767757,3.0543307091836183,14.31943797646357,10.802687023549773,6.248431574199499,available
533513743,1.0,2.3909051026483557,2.1704104269099265,3.3917497443685978,1.7866205460457432,3.4669394210456113,1.0,20.458107838402157,16.214106023996496,44.467519460131356,19.262406688026093,14.116819479597087,available
533513744,1.0,3.0301846100518857,2.8624015631676016,5.5376810621990735,3.798774523604386,10.898945436069122,1.0,39.49041228394492,38.804013763846726,41.02700563589242,18.631953078641494,44.50923197523874,available
533513751,1.0,0.24014381607873803,0.2052356881970283,0.5574920886467751,6.15186629075445,3.5957825066183795,1.0,39.623472594203555,39.394734085707796,39.74699048615754,34.08169273534471,45.7400418269131,available
